sample.no,year,date,sanctuary,status,site.new,complexity,depth,size.class,count
1069,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,1,4,legal,0
1070,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,3,legal,0
1071,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,3,legal,0
1072,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,1,3.5,legal,0
1073,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,1,3,legal,0
1074,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,3.5,legal,2
1075,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,3.5,legal,0
1076,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,2,legal,0
1077,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,2.5,legal,0
1078,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,2.5,legal,0
1079,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,4,2.5,legal,4
1080,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,2.5,legal,0
1081,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,2,legal,0
1082,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,1.5,legal,0
1083,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,4,2.5,legal,0
1084,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,4,3,legal,0
1085,2016,2016-01-01T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,4,3,legal,0
1086,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,1,0.5,legal,0
1087,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0.75,legal,0
1088,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0.5,legal,0
1089,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,1,0.75,legal,0
1090,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,1,legal,0
1091,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0.75,legal,0
1092,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,3,legal,0
1093,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,2,legal,0
1094,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,3,legal,0
1095,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,1,legal,0
1096,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,2,legal,0
1097,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,1,2,legal,0
1098,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,2,legal,1
1099,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,1,legal,0
1100,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,2,legal,0
1101,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,1.5,legal,3
1102,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,1.5,legal,5
1103,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,1.5,legal,0
1104,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,1,legal,0
1105,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,1,legal,0
1106,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,4,1.5,legal,1
1107,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,2,legal,0
1108,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,2.5,legal,0
1109,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,1.5,legal,0
1110,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,4,legal,0
1111,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,4,4,legal,0
1112,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,1.5,legal,0
1113,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,4,1.5,legal,0
1114,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,4,1,legal,1
1115,2016,2016-01-01T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,4,1.5,legal,0
1116,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,1.5,legal,0
1117,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,2.5,legal,0
1118,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,3,legal,0
1119,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,2,legal,3
1120,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,2.5,legal,0
1121,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,3.5,legal,2
1122,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,3.5,legal,0
1123,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,2.5,legal,0
1124,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,2.5,legal,0
1125,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,3,legal,0
1126,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,3,legal,0
1127,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,4,legal,0
1128,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,5,legal,0
1129,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,3,legal,0
1130,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,2,legal,2
1131,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,2,legal,0
1132,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,2,legal,2
1133,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,1.5,legal,0
1134,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,1,legal,0
1135,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,1.5,legal,1
1136,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,1,legal,0
1137,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,1.5,legal,0
1138,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,1.5,legal,0
1139,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,1.5,legal,0
1140,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,2,legal,0
1141,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,3,legal,0
1142,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,2.5,legal,0
1143,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,2.5,legal,0
1144,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,2.5,legal,0
1145,2016,2016-01-01T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,2,legal,0
1146,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,2,legal,0
1147,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,2.5,legal,0
1148,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3.5,legal,0
1149,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,5,legal,0
1150,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,2,legal,0
1151,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,2,legal,1
1152,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,2.5,legal,0
1153,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,2.5,legal,0
1154,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,2.5,legal,0
1155,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,2,legal,0
1156,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,2,legal,1
1157,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,2,legal,0
1158,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3,legal,0
1159,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,2,legal,0
1160,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,2,legal,0
1161,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,3.5,legal,1
1162,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,3,legal,2
1163,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,3,legal,1
1164,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,2.5,legal,1
1165,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3,legal,1
1166,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,3.5,legal,0
1167,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3,legal,1
1168,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3.5,legal,0
1169,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3,legal,1
1170,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3.5,legal,0
1171,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,3,legal,0
1172,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3.5,legal,0
1173,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3,legal,0
1174,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,3.5,legal,0
1175,2016,2016-01-01T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,3.5,legal,0
1176,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,legal,0
1177,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,legal,1
1178,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,legal,0
1179,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,legal,0
1180,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,1,0,legal,0
1181,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,legal,0
1182,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,1,0,legal,0
1183,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,legal,0
1184,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,legal,1
1185,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,legal,0
1186,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,0,0,legal,0
1187,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,legal,0
1188,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,legal,0
1189,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
1190,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,legal,0
1191,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
1192,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
1193,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
1194,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
1195,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
1196,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
1197,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
1198,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,1
1199,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
1200,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,legal,0
1201,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
1202,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
1203,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
1204,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
1205,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
1206,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,1
1207,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
1208,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
1209,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
1210,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,1
1211,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
1212,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
1213,2018,2018-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
1214,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,legal,0
1215,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,legal,0
1216,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,legal,3
1217,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,legal,2
1218,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,legal,1
1219,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,legal,1
1220,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,legal,0
1221,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,legal,1
1222,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,legal,0
1223,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,legal,2
1224,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,1,0,legal,0
1225,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,legal,0
1226,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,legal,0
1227,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,legal,0
1228,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,legal,0
1229,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,legal,0
1230,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,1,0,legal,0
1231,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,legal,0
1232,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,legal,2
1233,2018,2018-01-20T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,1,0,legal,2
1234,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1235,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1236,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1237,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,legal,0
1238,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,legal,0
1239,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,legal,0
1240,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1241,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,legal,0
1242,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,1,0,legal,0
1243,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
1244,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1245,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1246,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,legal,0
1247,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
1248,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
1249,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
1250,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1251,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
1252,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
1253,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1254,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,1
1255,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,1
1256,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1257,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,legal,0
1258,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1259,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,0
1260,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,2
1261,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,1
1262,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
1263,2018,2018-01-21T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,1
1264,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,1
1265,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1266,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,1
1267,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
1268,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,1
1269,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1270,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1271,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1272,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1273,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,1
1274,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1275,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
1276,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,1
1277,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1278,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,0
1279,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,0
1280,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1281,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1282,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
1283,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,0,0,legal,0
1284,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,1
1285,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,0
1286,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,0
1287,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1288,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,0,0,legal,0
1289,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,0
1290,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
1291,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
1292,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
1293,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
1294,2018,2018-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
1295,2018,2018-01-22T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,3,0,legal,0
1296,2018,2018-01-22T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,3,0,legal,0
1297,2018,2018-01-22T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,3,0,legal,0
1298,2018,2018-01-22T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,2,0,legal,0
1299,2018,2018-01-22T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,3,0,legal,0
1300,2018,2018-01-22T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,2,0,legal,0
1301,2018,2018-01-22T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,2,0,legal,1
