sample.no,year,date,sanctuary,status,site.new,complexity,depth,size.class,count
1,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,0,0,legal,0
2,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
3,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,0
4,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
5,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,0
6,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
7,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
8,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
9,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
10,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
11,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
12,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
13,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,1
14,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
15,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
16,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
17,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
18,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
19,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
20,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,0,0,legal,0
21,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
22,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
23,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
24,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,1
25,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,0
26,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,1
27,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
28,2014,2014-01-26T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
29,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
30,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
31,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
32,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
33,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,1
34,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
35,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
36,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
37,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
38,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
39,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,1
40,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,3
41,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,1
42,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
43,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
44,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,1
45,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
46,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,2
47,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
48,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,3
49,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,1
50,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
51,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
52,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
53,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,legal,0
54,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
55,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
56,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,legal,0
57,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,legal,0
58,2014,2014-01-25T16:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,legal,0
59,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
60,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
61,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
62,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
63,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
64,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
65,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
66,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,legal,0
67,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
68,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
69,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
70,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,legal,0
71,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
72,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
73,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
74,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
75,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
76,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
77,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
78,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
79,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
80,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
81,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
82,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
83,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
84,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,4,0,legal,0
85,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
86,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,legal,0
87,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,legal,0
88,2014,2014-01-25T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,legal,0
89,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
90,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
91,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
92,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,legal,0
93,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,legal,0
94,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,legal,0
95,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,legal,0
96,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,0,0,legal,0
97,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,legal,0
98,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
99,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
100,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,legal,0
101,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,legal,0
102,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,legal,0
103,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,legal,0
104,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,legal,0
105,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,legal,0
106,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
107,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
108,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,legal,0
109,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,legal,0
110,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
111,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,legal,0
112,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,legal,0
113,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,legal,0
114,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
115,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,legal,0
116,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
117,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,legal,0
118,2014,2014-01-26T16:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,legal,0
119,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,2
120,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
121,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,2
122,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
123,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
124,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,0
125,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,0
126,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
127,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,1
128,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
129,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,2
130,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
131,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,2
132,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
133,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
134,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,0
135,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,0
136,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
137,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,1
138,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
139,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,2
140,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
141,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,3
142,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
143,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
144,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
145,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,0,0,legal,0
146,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
147,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,4,0,legal,3
148,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
149,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
150,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,4,0,legal,2
151,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
152,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,0,0,legal,0
153,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,0
154,2014,2014-01-24T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
155,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
156,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
157,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
158,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,4,0,legal,2
159,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
160,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,0
161,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,1
162,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
163,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
164,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
165,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,4,0,legal,2
166,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
167,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,0
168,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,1
169,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
170,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,4,0,legal,0
171,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,1
172,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,0
173,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
174,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
175,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
176,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,4,0,legal,1
177,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,2,0,legal,3
178,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,2
179,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,3,0,legal,0
180,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
181,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
182,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,1,0,legal,0
183,2014,2014-01-23T16:00:00Z,Parker Point,No-take,Parker Point.No-take.Parker Point,4,0,legal,14
184,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
185,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
186,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,0
187,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
188,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
189,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
190,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
191,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
192,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
193,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,0
194,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
195,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
196,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,0
197,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
198,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
199,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
200,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
201,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
202,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
203,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,0
204,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,0
205,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,0
206,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
207,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,1
208,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
209,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,0
210,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
211,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,0
212,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
213,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
214,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,0,0,legal,0
215,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,legal,1
216,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,1,0,legal,0
217,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
218,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
219,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,1
220,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,legal,0
221,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
222,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,legal,0
223,2014,2014-01-24T16:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,1,0,legal,0
224,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
225,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
226,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
227,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,1,0,legal,0
228,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,2
229,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
230,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,legal,0
231,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,1,0,legal,1
232,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
233,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
234,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,1,0,legal,0
235,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,legal,2
236,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,legal,0
237,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,legal,0
238,2014,2014-01-27T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,1,0,legal,1
